Var1,Var2
640,1.2375e-08
641,1.9827e-08
642,1.3421e-08
643,4.6206e-08
644,1.2375e-08
645,2.9875e-08
646,1.2375e-08
647,2.6898e-08
648,2.4208e-08
649,2.6449e-08
650,1.5904e-08
651,1.4334e-08
652,3.1408e-08
653,1.2375e-08
654,1.2375e-08
655,2.1025e-08
656,3.2918e-08
657,1.2375e-08
658,1.8563e-08
659,1.4764e-08
660,1.2375e-08
661,4.9528e-08
662,1.3335e-08
663,1.2375e-08
664,2.2451e-08
665,4.3186e-08
666,1.5943e-08
667,1.3865e-08
668,1.7697e-08
669,1.3221e-08
670,1.4778e-08
671,2.7993e-08
672,6.1608e-08
673,3.5938e-08
674,1.2375e-08
675,1.7435e-08
676,1.3534e-08
677,1.2375e-08
678,1.2375e-08
679,1.8737e-08
680,6.4024e-08
681,6.1004e-08
682,4.8924e-08
683,1.6731e-07
684,1.8724e-07
685,1.8573e-07
686,1.2805e-07
687,2.4613e-07
688,2.0204e-07
689,3.9924e-07
690,4.3699e-07
691,4.6659e-07
692,5.6051e-07
693,8.6614e-07
694,1.1772e-06
695,1.8824e-06
696,2.8651e-06
697,4.5871e-06
698,7.5515e-06
699,1.3329e-05
700,2.4147e-05
701,4.656e-05
702,9.4895e-05
703,0.00019509
704,0.00044406
705,0.00109
706,0.00321
707,0.00872
708,0.02702
709,0.07578
710,0.17671
711,0.33398
712,0.53001
713,0.73001
714,0.88216
715,0.95796
716,0.9768
717,0.9762
718,0.97825
719,0.98405
720,0.98742
721,0.98752
722,0.98424
723,0.98165
724,0.98305
725,0.98555
726,0.9892
727,0.99017
728,0.98861
729,0.98379
730,0.9788
731,0.97714
732,0.97743
733,0.98063
734,0.98576
735,0.98929
736,0.992
737,0.99201
738,0.98895
739,0.98657
740,0.98538
741,0.98369
742,0.98378
743,0.98408
744,0.98374
745,0.98426
746,0.98307
747,0.98318
748,0.98185
749,0.98083
750,0.97968
751,0.9807
752,0.9817
753,0.98523
754,0.98716
755,0.98902
756,0.98922
757,0.98741
758,0.985
759,0.98247
760,0.9791
761,0.97829
762,0.97792
763,0.97884
764,0.98098
765,0.98352
766,0.98594
767,0.98908
768,0.99022
769,0.99039
770,0.99044
771,0.98911
772,0.98733
773,0.98557
774,0.98502
775,0.98348
776,0.9832
777,0.98309
778,0.98183
779,0.98247
780,0.98236
781,0.98154
782,0.98103
783,0.97942
784,0.97883
785,0.97844
786,0.97951
787,0.9817
788,0.98411
789,0.98753
790,0.99071
791,0.99238
792,0.99292
793,0.99255
794,0.99143
795,0.98908
796,0.98516
797,0.98137
798,0.97895
799,0.97662
800,0.97556
801,0.97546
802,0.97812
803,0.98054
804,0.98451
805,0.98753
806,0.99044
807,0.99206
808,0.9923
809,0.99172
810,0.98969
811,0.98605
812,0.98275
813,0.97944
814,0.9768
815,0.97481
816,0.97478
817,0.9753
818,0.97735
819,0.98
820,0.98228
821,0.98532
822,0.98793
823,0.98872
824,0.98946
825,0.98965
826,0.98858
827,0.98663
828,0.98366
829,0.98204
830,0.97998
831,0.97813
832,0.97745
833,0.97757
834,0.97872
835,0.97955
836,0.98079
837,0.98229
838,0.98413
839,0.98575
840,0.98623
841,0.98689
842,0.98642
843,0.98434
844,0.98349
845,0.9819
846,0.98133
847,0.97954
848,0.97826
849,0.97847
850,0.97729
851,0.97807
852,0.97889
853,0.98047
854,0.98206
855,0.98238
856,0.98484
857,0.98508
858,0.98529
859,0.98452
860,0.98295
861,0.98089
862,0.97813
863,0.97529
864,0.97378
865,0.9733
866,0.97543
867,0.97763
868,0.98161
869,0.98598
870,0.9893
871,0.98983
872,0.98847
873,0.98374
874,0.97785
875,0.9715
876,0.96862
877,0.97046
878,0.97118
879,0.94863
880,0.86514
881,0.7003
882,0.48469
883,0.29956
884,0.17023
885,0.09179
886,0.05364
887,0.0325
888,0.01979
889,0.01228
890,0.00775
891,0.00486
892,0.00319
893,0.00216
894,0.00148
895,0.00102
896,0.00071042
897,0.00050456
898,0.00037857
899,0.0002815
900,0.00020586
901,0.00015489
902,0.00011723
903,8.911e-05
904,6.9815e-05
905,5.3053e-05
906,4.2435e-05
907,3.3151e-05
908,2.6181e-05
909,2.0892e-05
910,1.6677e-05
911,1.3923e-05
912,1.1214e-05
913,9.0905e-06
914,7.2749e-06
915,6.0506e-06
916,5.205e-06
917,4.2023e-06
918,3.5002e-06
919,2.9681e-06
920,2.6386e-06
921,2.4827e-06
922,1.8821e-06
923,1.5885e-06
924,1.4381e-06
925,1.1204e-06
926,9.6549e-07
927,7.7252e-07
928,6.8463e-07
929,6.638e-07
930,4.6387e-07
931,4.8441e-07
932,4.3639e-07
933,3.9683e-07
934,3.7237e-07
935,2.6818e-07
936,2.9203e-07
937,2.9928e-07
938,2.1714e-07
939,1.4949e-07
940,2.6546e-07
941,1.359e-07
942,1.4345e-07
943,1.202e-07
944,7.0366e-08
945,1.8633e-07
946,1.6187e-07
947,1.4194e-07
948,5.0736e-08
949,6.4024e-08
950,8.456e-08
951,1.4767e-08
952,1.2503e-07
953,3.5636e-08
954,1.1899e-07
955,1.667e-07
956,2.0747e-07
957,1.4073e-07
958,8.4862e-08
959,9.9699e-09
960,9.3472e-10
961,6.4809e-09
962,6.5232e-08
963,7.6708e-08
964,8.305e-08
965,1.2684e-07
966,1.9388e-07
967,1.7274e-07
968,1.3892e-07
969,1.2986e-07
970,1.2412e-07
971,1.3348e-07
972,1.4496e-07
973,1.2412e-07
974,1.06e-07
975,1.0872e-07
976,1.1174e-07
977,9.7848e-08
978,8.2748e-08
979,5.9796e-08
980,4.1978e-08
981,5.3152e-08
982,7.0668e-08
983,7.4594e-08
984,7.7916e-08
985,6.795e-08
986,5.9494e-08
987,4.7716e-08
988,3.7448e-08
989,3.4126e-08
990,3.2012e-08
991,3.926e-08
992,4.983e-08
993,5.0132e-08
994,4.983e-08
995,5.8588e-08
996,6.8554e-08
997,7.3688e-08
998,7.7614e-08
999,8.003e-08
1000,8.2446e-08
