545,0.55371
546,1.1789
547,1.7844
548,2.3505
549,2.8588
550,3.3059
551,3.699
552,4.0456
553,4.3528
554,4.6281
555,4.8788
556,5.1122
557,5.3358
558,5.5558
559,5.7735
560,5.9885
561,6.2005
562,6.4091
563,6.614
564,6.8147
565,7.011
566,7.2024
567,7.3886
568,7.5693
569,7.744
570,7.9125
571,8.0743
572,8.2291
573,8.3773
574,8.521
575,8.6627
576,8.805
577,8.9502
578,9.1008
579,9.2594
580,9.4283
581,9.6101
582,9.8072
583,10.022
584,10.257
585,10.515
586,10.798
587,11.109
588,11.45
589,11.82
590,12.22
591,12.647
592,13.102
593,13.582
594,14.086
595,14.614
596,15.165
597,15.736
598,16.33
599,16.948
600,17.593
601,18.269
602,18.979
603,19.724
604,20.509
605,21.333
606,22.195
607,23.093
608,24.025
609,24.99
610,25.986
611,26.998
612,28
613,28.969
614,29.879
615,30.719
616,31.484
617,32.172
618,32.781
619,33.307
620,33.752
621,34.12
622,34.418
623,34.655
624,34.835
625,34.968
626,35.059
627,35.117
628,35.149
629,35.162
630,35.164
631,35.161
632,35.163
633,35.179
634,35.217
635,35.285
636,35.393
637,35.548
638,35.759
639,36.037
640,36.393
641,36.839
642,37.386
643,38.046
644,38.828
645,39.73
646,40.748
647,41.883
648,43.139
649,44.519
650,46.024
651,47.656
652,49.414
653,51.312
654,53.392
655,55.697
656,58.272
657,61.12
658,64.181
659,67.385
660,70.652
661,73.899
662,77.06
663,80.094
664,82.969
665,85.648
666,88.122
667,90.399
668,92.488
669,94.378
670,96.052
671,97.487
672,98.67
673,99.62
674,100.35
675,100.89
676,101.23
677,101.34
678,101.2
679,100.78
680,100.06
681,99.018
682,97.612
683,95.81
684,93.594
685,90.963
686,87.923
687,84.554
688,80.975
689,77.254
690,73.429
691,69.545
692,65.652
693,61.751
694,57.816
695,53.855
696,49.917
697,46.043
698,42.263
699,38.642
700,35.242
701,32.078
702,29.141
703,26.419
704,23.896
705,21.595
706,19.536
707,17.695
708,16.044
709,14.555
710,13.21
711,11.99
712,10.877
713,9.8556
714,8.9207
715,8.0722
716,7.3095
717,6.6322
718,6.0374
719,5.5181
720,5.0664
721,4.6746
722,4.3351
723,4.0401
724,3.7827
725,3.556
726,3.3532
727,3.1675
728,2.9922
729,2.8203
730,2.6479
731,2.4777
732,2.314
733,2.1606
734,2.0216
735,1.8983
736,1.7892
737,1.6927
738,1.6071
739,1.5308
740,1.4622
741,1.3996
742,1.3416
743,1.2882
744,1.2394
745,1.1953
746,1.1558
747,1.1212
748,1.0913
749,1.0663
750,1.0459
751,1.0301
752,1.0185
753,1.0108
754,1.0068
755,1.0063
756,1.009
757,1.0147
758,1.023
759,1.0338
760,1.0468
761,1.0617
762,1.0784
763,1.0965
764,1.1161
765,1.137
766,1.1592
767,1.1826
768,1.2072
769,1.2329
770,1.2596
771,1.2873
772,1.3159
773,1.3452
774,1.3754
775,1.4062
776,1.4377
777,1.4697
778,1.5017
779,1.5327
780,1.5619
781,1.5882
782,1.6108
783,1.6285
784,1.6405
785,1.6458
786,1.6434
787,1.6324
788,1.6118
789,1.5806
790,1.5379
791,1.4828
792,1.4142
793,1.3312
794,1.2345
795,1.1267
796,1.0103
797,0.88814
798,0.7629
799,0.63677
800,0.51023
801,0.38335
802,0.25623
803,0.12894
804,0.0015736
