645,0.18903
646,0.50106
647,0.80315
648,1.0853
649,1.3384
650,1.5647
651,1.776
652,1.9844
653,2.2019
654,2.4404
655,2.7122
656,3.0316
657,3.4154
658,3.8808
659,4.4451
660,5.1248
661,5.9309
662,6.8704
663,7.9501
664,9.1771
665,10.559
666,12.101
667,13.806
668,15.671
669,17.676
670,19.822
671,22.136
672,24.668
673,27.457
674,30.519
675,33.827
676,37.34
677,40.99
678,44.689
679,48.487
680,52.477
681,56.723
682,61.208
683,65.89
684,70.679
685,75.495
686,80.267
687,84.867
688,89.093
689,92.746
690,95.722
691,98.002
692,99.623
693,100.68
694,101.27
695,101.48
696,101.37
697,100.97
698,100.29
699,99.383
700,98.259
701,96.955
702,95.504
703,93.938
704,92.284
705,90.559
706,88.766
707,86.889
708,84.88
709,82.682
710,80.247
711,77.582
712,74.724
713,71.702
714,68.57
715,65.395
716,62.226
717,59.103
718,56.061
719,53.147
720,50.396
721,47.789
722,45.299
723,42.904
724,40.591
725,38.345
726,36.168
727,34.103
728,32.192
729,30.454
730,28.88
731,27.457
732,26.172
733,25.004
734,23.929
735,22.926
736,21.973
737,21.062
738,20.195
739,19.37
740,18.587
741,17.841
742,17.127
743,16.44
744,15.775
745,15.128
746,14.506
747,13.918
748,13.373
749,12.876
750,12.428
751,12.03
752,11.682
753,11.383
754,11.125
755,10.903
756,10.709
757,10.535
758,10.377
759,10.225
760,10.077
761,9.9297
762,9.7817
763,9.631
764,9.4757
765,9.3138
766,9.1425
767,8.9573
768,8.7535
769,8.5266
770,8.272
771,7.9852
772,7.667
773,7.3312
774,6.9932
775,6.6674
776,6.3587
777,6.0678
778,5.7949
779,5.5405
780,5.3051
781,5.0891
782,4.8932
783,4.7178
784,4.5637
785,4.4313
786,4.3208
787,4.2284
788,4.149
789,4.0773
790,4.0082
791,3.9365
792,3.857
793,3.7656
794,3.6588
795,3.5329
796,3.3843
797,3.2096
798,3.0048
799,2.7652
800,2.4862
801,2.163
802,1.7912
803,1.3747
804,0.928
805,0.46619
